Label,Alabama_Count,Alabama_Male,Alabama_Female,Alaska_Count,Alaska_Male,Alaska_Female,Arizona_Count,Arizona_Male,Arizona_Female,Arkansas_Count,Arkansas_Male,Arkansas_Female,California_Count,California_Male,California_Female,Colorado_Count,Colorado_Male,Colorado_Female,Connecticut_Count,Connecticut_Male,Connecticut_Female,Delaware_Count,Delaware_Male,Delaware_Female,District of Columbia_Count,District of Columbia_Male,District of Columbia_Female,Florida_Count,Florida_Male,Florida_Female,Georgia_Count,Georgia_Male,Georgia_Female,Hawaii_Count,Hawaii_Male,Hawaii_Female,Idaho_Count,Idaho_Male,Idaho_Female,Illinois_Count,Illinois_Male,Illinois_Female,Indiana_Count,Indiana_Male,Indiana_Female,Iowa_Count,Iowa_Male,Iowa_Female,Kansas_Count,Kansas_Male,Kansas_Female,Kentucky_Count,Kentucky_Male,Kentucky_Female,Louisiana_Count,Louisiana_Male,Louisiana_Female,Maine_Count,Maine_Male,Maine_Female,Maryland_Count,Maryland_Male,Maryland_Female,Massachusetts_Count,Massachusetts_Male,Massachusetts_Female,Michigan_Count,Michigan_Male,Michigan_Female,Minnesota_Count,Minnesota_Male,Minnesota_Female,Mississippi_Count,Mississippi_Male,Mississippi_Female,Missouri_Count,Missouri_Male,Missouri_Female,Montana_Count,Montana_Male,Montana_Female,Nebraska_Count,Nebraska_Male,Nebraska_Female,Nevada_Count,Nevada_Male,Nevada_Female,New Hampshire_Count,New Hampshire_Male,New Hampshire_Female,New Jersey_Count,New Jersey_Male,New Jersey_Female,New Mexico_Count,New Mexico_Male,New Mexico_Female,New York_Count,New York_Male,New York_Female,North Carolina_Count,North Carolina_Male,North Carolina_Female,North Dakota_Count,North Dakota_Male,North Dakota_Female,Ohio_Count,Ohio_Male,Ohio_Female,Oklahoma_Count,Oklahoma_Male,Oklahoma_Female,Oregon_Count,Oregon_Male,Oregon_Female,Pennsylvania_Count,Pennsylvania_Male,Pennsylvania_Female,Rhode Island_Count,Rhode Island_Male,Rhode Island_Female,South Carolina_Count,South Carolina_Male,South Carolina_Female,South Dakota_Count,South Dakota_Male,South Dakota_Female,Tennessee_Count,Tennessee_Male,Tennessee_Female,Texas_Count,Texas_Male,Texas_Female,Utah_Count,Utah_Male,Utah_Female,Vermont_Count,Vermont_Male,Vermont_Female,Virginia_Count,Virginia_Male,Virginia_Female,Washington_Count,Washington_Male,Washington_Female,West Virginia_Count,West Virginia_Male,West Virginia_Female,Wisconsin_Count,Wisconsin_Male,Wisconsin_Female,Wyoming_Count,Wyoming_Male,Wyoming_Female,Puerto Rico_Count,Puerto Rico_Male,Puerto Rico_Female
    White alone,"2,343,981","1,127,274","1,216,707","333,536","176,949","156,587","3,681,437","1,796,907","1,884,530","1,591,895","768,252","823,643","16,275,015","8,030,670","8,244,345","3,228,969","1,601,628","1,627,341","1,966,682","938,384","1,028,298","482,121","230,704","251,417","209,538","106,850","102,688","11,584,929","5,590,020","5,994,909","4,196,094","2,038,096","2,157,998","268,335","143,693","124,642","1,000,599","490,998","509,601","6,421,241","3,122,050","3,299,191","3,788,926","1,833,125","1,955,801","1,933,496","941,006","992,490","1,650,245","802,678","847,567","2,674,479","1,289,108","1,385,371","2,037,772","988,383","1,049,389","926,882","445,222","481,660","2,436,346","1,176,978","1,259,368","3,842,201","1,826,435","2,015,766","5,489,471","2,671,394","2,818,077","3,242,452","1,590,073","1,652,379","1,215,141","585,300","629,841","3,493,148","1,689,766","1,803,382","652,363","324,853","327,510","1,124,773","552,528","572,245","1,408,273","709,827","698,446","896,354","437,547","458,807","4,344,913","2,088,785","2,256,128","1,057,238","514,793","542,445","9,009,259","4,350,393","4,658,866","4,954,652","2,381,359","2,573,293","444,563","226,605","217,958","6,674,927","3,219,833","3,455,094","1,975,808","958,601","1,017,207","2,488,068","1,213,723","1,274,345","7,468,949","3,604,375","3,864,574","617,580","290,315","327,265","2,387,052","1,150,405","1,236,647","501,633","248,510","253,123","3,646,786","1,753,945","1,892,841","13,436,720","6,576,235","6,860,485","1,570,964","777,236","793,728","419,821","202,945","216,876","4,027,719","1,959,071","2,068,648","3,954,098","1,953,217","2,000,881","1,217,471","587,568","629,903","3,489,696","1,716,861","1,772,835","365,750","184,641","181,109","1,599,336","725,601","873,735"
        High school graduate or higher,"2,033,440","966,600","1,066,840","319,189","168,044","151,145","3,288,932","1,596,835","1,692,097","1,396,204","666,014","730,190","13,866,958","6,813,815","7,053,143","2,994,505","1,476,637","1,517,868","1,817,960","867,317","950,643","434,430","204,494","229,936","204,033","104,200","99,833","10,309,415","4,932,827","5,376,588","3,684,128","1,768,138","1,915,990","258,852","137,846","121,006","917,204","448,014","469,190","5,864,259","2,828,675","3,035,584","3,387,773","1,626,866","1,760,907","1,793,989","864,674","929,315","1,513,171","731,478","781,693","2,298,587","1,095,010","1,203,577","1,788,681","852,324","936,357","858,185","405,823","452,362","2,241,241","1,074,104","1,167,137","3,555,656","1,675,368","1,880,288","5,036,012","2,433,488","2,602,524","3,081,604","1,499,284","1,582,320","1,061,864","500,010","561,854","3,155,750","1,523,069","1,632,681","608,971","301,124","307,847","1,038,013","503,439","534,574","1,236,481","622,094","614,387","834,186","400,121","434,065","3,936,904","1,883,952","2,052,952","921,822","446,396","475,426","8,174,297","3,925,193","4,249,104","4,423,203","2,090,852","2,332,351","415,286","209,075","206,211","6,068,471","2,911,337","3,157,134","1,760,777","848,121","912,656","2,280,738","1,104,793","1,175,945","6,832,940","3,277,145","3,555,795","556,506","260,864","295,642","2,124,628","1,011,335","1,113,293","468,153","228,765","239,388","3,198,800","1,521,366","1,677,434","11,178,080","5,431,207","5,746,873","1,476,148","727,556","748,592","387,626","184,259","203,367","3,668,329","1,765,635","1,902,694","3,687,273","1,809,781","1,877,492","1,046,117","494,229","551,888","3,260,423","1,587,904","1,672,519","342,348","172,334","170,014","1,226,239","539,966","686,273"
        Bachelor's degree or higher,"631,551","313,355","318,196","119,855","56,221","63,634","1,134,743","562,464","572,279","375,239","176,878","198,361","5,535,186","2,766,367","2,768,819","1,344,602","661,772","682,830","808,784","381,874","426,910","156,407","73,703","82,704","186,363","94,178","92,185","3,487,614","1,721,029","1,766,585","1,379,614","665,291","714,323","113,939","59,570","54,369","282,929","142,739","140,190","2,283,604","1,095,772","1,187,832","999,008","473,518","525,490","547,381","255,626","291,755","557,111","267,681","289,430","638,190","297,196","340,994","554,107","263,643","290,464","280,657","123,887","156,770","1,047,742","506,264","541,478","1,714,049","800,466","913,583","1,599,701","781,770","817,931","1,166,067","551,973","614,094","308,121","141,163","166,958","1,023,552","483,041","540,511","207,143","101,663","105,480","361,383","165,942","195,441","342,509","170,807","171,702","325,498","155,137","170,361","1,705,797","820,575","885,222","319,699","152,209","167,490","3,586,178","1,700,449","1,885,729","1,645,869","783,164","862,705","136,728","63,385","73,343","1,900,636","910,437","990,199","527,268","251,986","275,282","824,579","399,420","425,159","2,366,346","1,139,425","1,226,921","221,339","102,214","119,125","748,533","359,670","388,863","153,707","70,033","83,674","983,625","467,343","516,282","3,932,068","1,938,985","1,993,083","532,568","282,351","250,217","153,079","68,299","84,780","1,635,509","798,920","836,589","1,407,567","699,373","708,194","249,514","117,677","131,837","1,061,273","496,534","564,739","100,078","49,562","50,516","434,801","164,358","270,443"
"White alone, not Hispanic or Latino","2,285,863","1,097,230","1,188,633","320,221","170,327","149,894","2,904,722","1,416,108","1,488,614","1,537,148","740,908","796,240","11,269,651","5,567,518","5,702,133","2,755,399","1,364,074","1,391,325","1,778,311","849,924","928,387","449,466","213,941","235,525","189,306","96,243","93,063","8,727,205","4,215,979","4,511,226","3,895,137","1,881,258","2,013,879","244,160","131,168","112,992","938,873","461,157","477,716","5,724,521","2,767,782","2,956,739","3,656,504","1,766,037","1,890,467","1,873,486","910,592","962,894","1,532,396","741,969","790,427","2,626,648","1,262,649","1,363,999","1,950,539","945,469","1,005,070","919,544","442,003","477,541","2,262,748","1,089,365","1,173,383","3,608,559","1,717,331","1,891,228","5,329,047","2,592,071","2,736,976","3,166,229","1,551,221","1,615,008","1,191,441","572,355","619,086","3,410,565","1,647,668","1,762,897","639,560","318,575","320,985","1,048,188","511,220","536,968","1,129,799","573,088","556,711","876,857","427,304","449,553","3,649,289","1,746,043","1,903,246","616,225","301,272","314,953","8,003,987","3,854,295","4,149,692","4,675,664","2,236,018","2,439,646","436,670","221,415","215,255","6,537,930","3,151,327","3,386,603","1,857,205","897,158","960,047","2,318,767","1,125,879","1,192,888","7,197,043","3,466,031","3,731,012","572,510","270,441","302,069","2,292,473","1,099,715","1,192,758","492,869","243,744","249,125","3,522,010","1,689,178","1,832,832","8,537,887","4,165,023","4,372,864","1,460,142","722,825","737,317","415,204","200,895","214,309","3,757,704","1,824,941","1,932,763","3,720,765","1,832,341","1,888,424","1,208,012","583,469","624,543","3,375,616","1,656,630","1,718,986","341,979","172,349","169,630","25,435","13,272","12,163"
    High school graduate or higher,"1,996,769","947,808","1,048,961","307,523","162,500","145,023","2,728,489","1,326,779","1,401,710","1,361,279","648,606","712,673","10,656,428","5,260,847","5,395,581","2,658,733","1,311,823","1,346,910","1,675,484","799,330","876,154","413,200","194,436","218,764","188,238","95,753","92,485","8,061,167","3,869,277","4,191,890","3,498,190","1,677,711","1,820,479","236,519","126,512","110,007","875,161","427,577","447,584","5,369,059","2,584,963","2,784,096","3,296,102","1,581,571","1,714,531","1,755,784","846,049","909,735","1,438,021","692,910","745,111","2,264,826","1,077,460","1,187,366","1,720,971","820,573","900,398","851,880","403,061","448,819","2,115,234","1,013,468","1,101,766","3,388,337","1,600,460","1,787,877","4,915,882","2,375,575","2,540,307","3,028,957","1,474,039","1,554,918","1,044,851","491,988","552,863","3,093,726","1,490,870","1,602,856","598,463","296,024","302,439","995,023","481,992","513,031","1,055,185","533,600","521,585","819,493","393,239","426,254","3,421,439","1,632,857","1,788,582","583,993","284,572","299,421","7,447,577","3,569,897","3,877,680","4,252,791","2,005,782","2,247,009","408,927","204,915","204,012","5,963,698","2,859,793","3,103,905","1,687,542","811,704","875,838","2,172,370","1,049,520","1,122,850","6,636,695","3,179,939","3,456,756","521,988","246,424","275,564","2,067,236","983,547","1,083,689","461,606","225,425","236,181","3,116,440","1,479,404","1,637,036","7,973,248","3,889,177","4,084,071","1,393,386","688,165","705,221","383,557","182,243","201,314","3,465,110","1,666,994","1,798,116","3,523,553","1,728,329","1,795,224","1,038,888","491,198","547,690","3,177,030","1,544,341","1,632,689","324,388","163,280","161,108","22,286","11,413","10,873"
    Bachelor's degree or higher,"622,920","309,078","313,842","117,370","55,378","61,992","1,024,482","512,643","511,839","368,889","173,835","195,054","4,858,354","2,463,124","2,395,230","1,266,409","627,157","639,252","770,014","365,556","404,458","151,856","71,857","79,999","174,222","87,842","86,380","2,811,651","1,419,589","1,392,062","1,320,630","637,015","683,615","109,334","57,232","52,102","276,206","139,246","136,960","2,164,500","1,045,451","1,119,049","978,524","463,377","515,147","539,626","252,168","287,458","539,522","259,688","279,834","626,887","291,341","335,546","536,219","255,160","281,059","278,469","122,697","155,772","1,000,349","484,041","516,308","1,661,268","777,129","884,139","1,568,769","767,139","801,630","1,151,531","544,988","606,543","304,066","139,414","164,652","1,005,793","474,469","531,324","204,175","100,180","103,995","352,431","161,577","190,854","312,974","158,603","154,371","320,062","152,392","167,670","1,570,198","761,744","808,454","247,966","119,984","127,982","3,366,718","1,598,022","1,768,696","1,596,092","757,532","838,560","135,425","62,432","72,993","1,869,253","896,600","972,653","511,271","243,704","267,567","799,488","387,277","412,211","2,315,396","1,116,068","1,199,328","214,972","99,334","115,638","734,380","352,681","381,699","152,067","69,120","82,947","962,624","457,426","505,198","3,209,090","1,610,165","1,598,925","516,086","274,450","241,636","151,365","67,502","83,863","1,563,590","766,217","797,373","1,365,104","679,636","685,468","247,670","116,604","131,066","1,040,667","486,687","553,980","97,415","48,509","48,906","9,843","5,553","4,290"
Black alone,"825,982","369,087","456,895","14,926","8,441","6,485","182,951","94,082","88,869","281,785","127,990","153,795","1,523,493","741,872","781,621","145,505","78,295","67,210","241,134","110,060","131,074","132,020","60,088","71,932","217,411","95,216","122,195","2,082,501","965,468","1,117,033","2,034,955","905,012","1,129,943","16,842","11,306","5,536","5,078","3,994","1,084","1,154,328","520,577","633,751","370,196","168,816","201,380","59,550","31,162","28,388","102,119","52,272","49,847","223,064","105,926","117,138","930,771","428,340","502,431","8,256","5,323","2,933","1,191,325","534,365","656,960","316,115","148,721","167,394","861,144","390,847","470,297","180,040","92,206","87,834","686,306","307,047","379,259","437,911","199,618","238,293","2,967","2,401",566,"50,875","25,655","25,220","166,410","82,336","84,074","10,823","6,187","4,636","786,869","355,830","431,039","25,485","14,547","10,938","2,045,692","905,706","1,139,986","1,407,993","627,065","780,928","10,632","6,475","4,157","900,291","415,586","484,705","173,789","82,968","90,821","49,212","26,557","22,655","886,334","412,691","473,643","41,620","20,654","20,966","860,249","384,509","475,740","7,354","4,769","2,585","696,665","317,509","379,156","2,097,614","972,123","1,125,491","17,317","10,397","6,920","4,087","2,875","1,212","1,050,527","487,517","563,010","169,496","92,610","76,886","45,474","24,134","21,340","208,081","98,431","109,650",N,N,N,"281,447","135,278","146,169"
    High school graduate or higher,"676,912","290,411","386,501","13,895","7,887","6,008","163,399","83,143","80,256","232,481","102,984","129,497","1,359,241","656,460","702,781","129,727","70,951","58,776","207,783","92,641","115,142","115,428","50,974","64,454","187,820","82,343","105,477","1,693,559","764,858","928,701","1,752,500","759,957","992,543","16,049","10,975","5,074","4,986","3,902","1,084","995,224","436,201","559,023","316,669","142,319","174,350","49,027","25,910","23,117","89,977","45,105","44,872","190,429","88,622","101,807","729,113","315,504","413,609","6,565","4,641","1,924","1,076,324","475,660","600,664","268,826","126,664","142,162","733,954","324,422","409,532","147,200","79,150","68,050","543,470","234,479","308,991","378,960","168,503","210,457","2,241","1,675",566,"43,960","22,396","21,564","150,825","74,548","76,277","9,603","5,669","3,934","694,065","310,359","383,706","23,491","13,430","10,061","1,708,101","746,135","961,966","1,191,979","519,962","672,017","9,632","5,983","3,649","769,747","348,441","421,306","153,379","72,720","80,659","42,669","22,889","19,780","758,472","350,463","408,009","35,404","17,602","17,802","699,395","300,802","398,593","5,250","3,867","1,383","591,132","262,314","328,818","1,868,624","854,685","1,013,939","14,565","9,054","5,511","3,698","2,595","1,103","902,707","414,039","488,668","145,542","80,875","64,667","40,059","20,845","19,214","170,641","76,659","93,982",N,N,N,"208,722","96,841","111,881"
    Bachelor's degree or higher,"145,714","48,620","97,094","1,822",595,"1,227","43,326","22,187","21,139","45,092","14,938","30,154","370,531","174,095","196,436","35,745","19,045","16,700","47,077","19,763","27,314","27,506","11,758","15,748","55,688","24,025","31,663","380,139","149,576","230,563","476,552","176,892","299,660","4,151","2,383","1,768","1,526",974,552,"249,798","96,314","153,484","58,300","24,375","33,925","11,831","6,489","5,342","20,853","10,358","10,495","32,442","13,869","18,573","137,417","45,933","91,484","1,600",661,939,"351,846","147,831","204,015","78,968","36,621","42,347","146,495","52,599","93,896","37,340","21,078","16,262","104,422","31,128","73,294","79,951","30,762","49,189",780,542,238,"11,840","5,328","6,512","30,779","13,919","16,860","3,183","1,764","1,419","184,544","74,473","110,071","7,293","4,145","3,148","481,517","181,522","299,995","286,009","105,597","180,412","1,024",466,558,"145,990","61,742","84,248","33,442","14,729","18,713","10,618","6,100","4,518","172,867","71,267","101,600","8,687","4,415","4,272","134,989","47,950","87,039","1,238",889,349,"135,414","49,882","85,532","485,127","201,412","283,715","3,872","2,307","1,565","1,111",924,187,"244,718","101,971","142,747","42,699","23,540","19,159","8,714","3,860","4,854","31,364","11,623","19,741",N,N,N,"55,833","21,305","34,528"
American Indian or Alaska Native alone,"17,530","8,238","9,292","61,314","29,795","31,519","175,759","84,286","91,473","11,027","4,792","6,235","188,079","90,767","97,312","35,063","17,635","17,428","6,068","3,042","3,026","2,945","1,601","1,344",N,N,N,"37,597","19,708","17,889","23,396","11,107","12,289","1,881","1,018",863,"15,720","8,082","7,638","21,134","11,759","9,375","13,260","7,007","6,253","6,651","3,362","3,289","13,981","7,474","6,507","8,520","3,926","4,594","16,132","7,609","8,523","5,069","2,561","2,508","10,474","4,978","5,496","8,700","4,456","4,244","34,336","16,910","17,426","35,161","16,181","18,980","6,936","3,132","3,804","18,485","9,185","9,300","34,821","17,068","17,753","8,453","4,221","4,232","21,522","9,798","11,724",N,N,N,"13,294","6,648","6,646","117,341","53,151","64,190","47,709","22,728","24,981","78,002","37,529","40,473","22,675","11,172","11,503","12,592","7,001","5,591","171,138","81,047","90,091","29,349","15,379","13,970","15,118","7,982","7,136",N,N,N,"9,917","4,761","5,156","39,395","18,048","21,347","13,412","7,058","6,354","86,895","46,222","40,673","17,415","8,932","8,483",N,N,N,"16,576","7,712","8,864","56,970","28,290","28,680","2,637","1,301","1,336","32,447","15,863","16,584","7,248","3,561","3,687","5,524","2,470","3,054"
    High school graduate or higher,"14,031","6,704","7,327","51,489","25,065","26,424","137,622","64,805","72,817","9,645","4,161","5,484","142,249","67,745","74,504","28,687","13,965","14,722","5,000","2,352","2,648","2,385","1,189","1,196",N,N,N,"28,877","14,511","14,366","15,584","6,773","8,811","1,789",941,848,"13,300","6,536","6,764","16,188","8,652","7,536","10,940","5,347","5,593","5,517","2,795","2,722","11,734","6,274","5,460","7,072","3,125","3,947","11,462","5,051","6,411","4,472","2,278","2,194","8,290","3,632","4,658","7,104","3,478","3,626","28,623","13,816","14,807","29,808","13,937","15,871","5,179","2,090","3,089","14,748","6,969","7,779","29,588","14,090","15,498","6,933","3,407","3,526","18,753","8,586","10,167",N,N,N,"9,779","4,605","5,174","94,771","42,258","52,513","35,028","15,579","19,449","59,024","26,695","32,329","17,968","8,590","9,378","10,331","5,608","4,723","145,621","67,982","77,639","24,603","12,925","11,678","10,219","5,282","4,937",N,N,N,"8,054","3,701","4,353","29,981","13,621","16,360","10,655","5,414","5,241","66,529","34,882","31,647","15,074","7,731","7,343",N,N,N,"14,502","6,331","8,171","47,515","23,076","24,439","1,388",630,758,"27,386","12,457","14,929","6,163","2,841","3,322","4,032","1,806","2,226"
    Bachelor's degree or higher,"3,305","1,611","1,694","4,330","1,866","2,464","18,505","7,484","11,021","2,068","1,034","1,034","25,959","12,309","13,650","6,299","2,949","3,350","1,038",268,770,510,385,125,N,N,N,"6,565","3,091","3,474","3,385","1,663","1,722",595,288,307,"2,426","1,149","1,277","4,106","2,558","1,548","2,371","1,250","1,121","1,679",707,972,"2,508","1,175","1,333",972,579,393,"1,427",737,690,446,132,314,"2,753",743,"2,010","1,957",633,"1,324","3,857","2,000","1,857","4,925","1,696","3,229",926,335,591,"3,418","1,156","2,262","5,201","1,864","3,337","1,265",599,666,"2,173",987,"1,186",N,N,N,"2,556","1,450","1,106","13,199","5,301","7,898","7,670","3,398","4,272","10,817","4,293","6,524","3,804","1,019","2,785","2,821","1,048","1,773","29,807","12,120","17,687","4,340","2,603","1,737","2,075","1,084",991,N,N,N,"1,434",856,578,"4,158","1,332","2,826","1,963",832,"1,131","15,160","8,056","7,104","1,887",826,"1,061",N,N,N,"4,363","1,722","2,641","7,783","2,729","5,054",125,0,125,"5,325","2,642","2,683","1,081",381,700,"1,137",381,756
Asian alone,"42,268","18,401","23,867","31,070","13,958","17,112","153,710","68,781","84,929","28,508","12,375","16,133","4,086,920","1,872,563","2,214,357","118,963","52,031","66,932","106,420","49,015","57,405","25,509","12,332","13,177","19,965","8,130","11,835","402,415","172,577","229,838","271,011","126,191","144,820","426,716","191,756","234,960","15,651","6,654","8,997","478,425","224,788","253,637","83,957","39,389","44,568","44,570","22,584","21,986","50,988","23,648","27,340","39,780","16,848","22,932","53,602","26,158","27,444","12,254","4,535","7,719","268,482","123,522","144,960","294,451","139,023","155,428","189,523","90,319","99,204","154,563","73,023","81,540","18,529","6,834","11,695","77,588","34,424","43,164","5,326","1,482","3,844","23,787","11,214","12,573","185,203","79,085","106,118","21,475","10,287","11,188","599,087","285,337","313,750","23,167","10,139","13,028","1,188,298","551,804","636,494","181,455","85,797","95,658","4,905","2,002","2,903","160,629","76,217","84,412","50,989","22,196","28,793","119,827","53,095","66,732","281,606","131,709","149,897","22,693","11,214","11,479","53,050","22,223","30,827","7,145","3,214","3,931","76,429","33,264","43,165","883,132","418,249","464,883","46,290","21,453","24,837","6,184","2,358","3,826","367,796","166,093","201,703","426,803","188,258","238,545","9,521","4,146","5,375","90,165","42,773","47,392",N,N,N,"4,434","1,332","3,102"
    High school graduate or higher,"36,248","16,015","20,233","26,987","12,299","14,688","133,489","62,973","70,516","24,749","11,159","13,590","3,555,253","1,659,655","1,895,598","103,431","45,939","57,492","96,267","45,680","50,587","23,747","11,580","12,167","19,275","7,730","11,545","347,033","151,362","195,671","235,221","110,996","124,225","380,604","172,776","207,828","13,965","6,115","7,850","434,158","208,408","225,750","69,290","33,440","35,850","36,895","19,385","17,510","43,077","20,545","22,532","34,162","14,530","19,632","43,251","21,467","21,784","10,655","3,833","6,822","243,136","113,974","129,162","250,531","120,102","130,429","167,566","81,638","85,928","121,596","60,493","61,103","15,692","5,417","10,275","67,630","31,305","36,325","5,093","1,397","3,696","17,568","8,371","9,197","167,047","71,566","95,481","19,343","9,133","10,210","556,887","271,371","285,516","20,995","9,074","11,921","935,891","444,055","491,836","157,867","77,085","80,782","3,909","1,631","2,278","141,199","68,103","73,096","43,311","19,174","24,137","102,457","46,919","55,538","233,861","111,028","122,833","20,628","10,505","10,123","46,266","20,358","25,908","5,188","2,492","2,696","65,939","29,359","36,580","773,543","376,523","397,020","39,876","18,443","21,433","5,141","1,871","3,270","325,623","151,918","173,705","372,510","169,263","203,247","9,226","4,051","5,175","74,901","36,575","38,326",N,N,N,"3,285",845,"2,440"
    Bachelor's degree or higher,"20,507","9,825","10,682","8,130","3,094","5,036","83,961","40,515","43,446","13,491","6,939","6,552","2,115,649","993,737","1,121,912","60,252","28,128","32,124","69,801","34,330","35,471","16,318","8,604","7,714","17,086","6,715","10,371","201,585","90,738","110,847","156,417","78,378","78,039","145,967","62,641","83,326","6,620","2,901","3,719","311,468","152,500","158,968","44,927","23,465","21,462","23,457","12,609","10,848","25,901","13,523","12,378","20,564","9,504","11,060","23,125","12,380","10,745","5,163","1,938","3,225","167,890","82,104","85,786","174,202","85,518","88,684","119,409","60,899","58,510","64,444","31,184","33,260","7,993","3,770","4,223","45,751","23,025","22,726","2,993","1,003","1,990","10,091","5,127","4,964","69,538","29,341","40,197","11,773","5,839","5,934","412,934","205,663","207,271","11,611","5,648","5,963","548,388","256,818","291,570","103,674","52,909","50,765","2,291","1,034","1,257","95,125","48,461","46,664","22,288","10,390","11,898","60,912","27,909","33,003","155,628","79,199","76,429","11,344","5,587","5,757","23,549","10,648","12,901","2,994","1,601","1,393","42,087","20,144","21,943","500,722","252,552","248,170","21,875","10,786","11,089","3,129","1,436","1,693","218,907","106,269","112,638","224,252","106,747","117,505","6,377","3,341","3,036","43,497","21,525","21,972",N,N,N,727,334,393
Native Hawaiian and Other Pacific Islander alone,N,N,N,"5,381","2,615","2,766","8,919","4,945","3,974",N,N,N,"99,235","47,333","51,902","5,019","2,697","2,322",N,N,N,N,N,N,N,N,N,"8,418","3,927","4,491","4,492","1,921","2,571","89,184","44,332","44,852",N,N,N,"3,221","2,263",958,N,N,N,"1,952",831,"1,121",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"2,157",663,"1,494",N,N,N,N,N,N,"4,692","1,967","2,725",N,N,N,N,N,N,"11,123","5,754","5,369",N,N,N,N,N,N,N,N,N,"6,144","2,602","3,542","3,716","1,785","1,931",N,N,N,"2,195","1,110","1,085","3,867","1,585","2,282","8,401","3,880","4,521","2,633",953,"1,680",N,N,N,N,N,N,N,N,N,"2,434","1,085","1,349","15,520","4,867","10,653","15,028","7,980","7,048",N,N,N,"5,534","2,424","3,110","29,505","13,936","15,569",N,N,N,N,N,N,N,N,N,N,N,N
    High school graduate or higher,N,N,N,"4,858","2,473","2,385","7,582","4,051","3,531",N,N,N,"85,889","40,794","45,095","4,526","2,229","2,297",N,N,N,N,N,N,N,N,N,"6,869","3,135","3,734","3,838","1,670","2,168","77,932","38,797","39,135",N,N,N,"2,569","1,832",737,N,N,N,"1,456",639,817,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"1,560",636,924,N,N,N,N,N,N,"2,805","1,359","1,446",N,N,N,N,N,N,"10,362","5,173","5,189",N,N,N,N,N,N,N,N,N,"4,851","2,166","2,685","3,159","1,418","1,741",N,N,N,"1,951",923,"1,028","3,286","1,295","1,991","7,380","3,625","3,755","2,129",862,"1,267",N,N,N,N,N,N,N,N,N,"2,077",980,"1,097","13,441","4,615","8,826","13,494","7,223","6,271",N,N,N,"4,631","2,310","2,321","24,898","11,765","13,133",N,N,N,N,N,N,N,N,N,N,N,N
    Bachelor's degree or higher,N,N,N,462,125,337,"1,896","1,064",832,N,N,N,"20,261","10,146","10,115",828,494,334,N,N,N,N,N,N,N,N,N,"2,051",857,"1,194",902,363,539,"11,202","5,074","6,128",N,N,N,879,525,354,N,N,N,243,79,164,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,252,84,168,N,N,N,N,N,N,879,456,423,N,N,N,N,N,N,"1,508",738,770,N,N,N,N,N,N,N,N,N,"2,053",860,"1,193",431,312,119,N,N,N,811,460,351,450,144,306,"1,420",909,511,684,386,298,N,N,N,N,N,N,N,N,N,526,368,158,"2,801",702,"2,099","1,783",828,955,N,N,N,"1,589",886,703,"3,427","1,649","1,778",N,N,N,N,N,N,N,N,N,N,N,N
Some other race alone,"34,822","19,256","15,566","7,846","3,791","4,055","324,505","163,235","161,270","41,779","22,875","18,904","3,291,611","1,667,932","1,623,679","133,169","69,057","64,112","103,172","52,943","50,229","9,547","5,344","4,203","21,627","11,330","10,297","359,709","179,956","179,753","158,463","86,267","72,196","7,866","4,715","3,151","30,597","16,354","14,243","460,711","238,513","222,198","83,545","45,763","37,782","22,742","12,579","10,163","40,054","20,566","19,488","21,094","12,190","8,904","40,816","24,233","16,583","1,558",515,"1,043","135,656","73,057","62,599","169,839","83,628","86,211","66,028","34,521","31,507","59,433","32,944","26,489","16,659","9,551","7,108","33,435","16,786","16,649","1,966","1,001",965,"19,454","9,764","9,690","157,870","82,554","75,316","4,959","2,683","2,276","324,085","163,959","160,126","134,886","67,232","67,654","1,077,678","520,920","556,758","154,534","82,089","72,445","2,812","1,551","1,261","60,380","32,743","27,637","56,550","31,343","25,207","68,488","37,419","31,069","143,367","71,564","71,803","34,021","17,287","16,734","39,514","20,064","19,450","3,492","2,222","1,270","36,963","20,404","16,559","950,136","494,842","455,294","87,224","45,885","41,339",N,N,N,"133,859","75,042","58,817","183,132","98,216","84,916","4,693","2,567","2,126","67,221","34,989","32,232","3,945","2,471","1,474","381,768","178,945","202,823"
